File;Content.DescriptionLevel;Content.Title
"Inbox!1/0000006648-Microsoft account password reset.eml";"Item";"0000006648-Microsoft account password reset.eml"
"Inbox!1/0000006649-Microsoft account password change.eml";"Item";"0000006649-Microsoft account password change.eml"
"Inbox!1/0000006650-Cours de V. Jolivet.eml";"Item";"0000006650-Cours de V. Jolivet.eml"
"Inbox!1/0000006651-Re_ Cours d_humanités numériques (ENC 2430) et d_initiation au XML (ENC 2402).eml";"Item";"0000006651-Re_ Cours d'humanités numériques (ENC 2430) et d'initiation au XML (ENC 2402).eml"
"Inbox!1/0000006652-Organisation de séances et travaux.eml";"Item";"0000006652-Organisation de séances et travaux.eml"
"Inbox!1/0000006664-Cours Management et Gestion de Projet (2403).eml";"Item";"0000006664-Cours Management et Gestion de Projet (2403).eml"
"Inbox!1/0000006665-Re_ Organisation de séances et travaux.eml";"Item";"0000006665-Re_ Organisation de séances et travaux.eml"
"Inbox!1/0000006714-Correction Partiels M. Vasseur.eml";"Item";"0000006714-Correction Partiels M. Vasseur.eml"
"Inbox!1/0000006716-Re_ Correction Partiels M. Vasseur.eml";"Item";"0000006716-Re_ Correction Partiels M. Vasseur.eml"
"Inbox!1/0000006717-Re_ Correction Partiels M. Vasseur.eml";"Item";"0000006717-Re_ Correction Partiels M. Vasseur.eml"
"Inbox!1/0000006723-Re_ Correction Partiels M. Vasseur.eml";"Item";"0000006723-Re_ Correction Partiels M. Vasseur.eml"
"Inbox!1/0000006724-Re_ Correction Partiels M. Vasseur.eml";"Item";"0000006724-Re_ Correction Partiels M. Vasseur.eml"
"Inbox!1/0000006728-Cours sur l_histoire des régimes matrimoniaux.eml";"Item";"0000006728-Cours sur l'histoire des régimes matrimoniaux.eml"
"Inbox!1/0000006731-Re_ Correction Partiels M. Vasseur.eml";"Item";"0000006731-Re_ Correction Partiels M. Vasseur.eml"
"Inbox!1/0000006735-Re_ Enseignement à distance ENC n°910.eml";"Item";"0000006735-Re_ Enseignement à distance ENC n°910.eml"
"Inbox!1/0000006780-Re_ Cours d_humanités numériques (ENC 2430) et d_initiation au XML (ENC 2402).eml";"Item";"0000006780-Re_ Cours d'humanités numériques (ENC 2430) et d'initiation au XML (ENC 2402).eml"
"Inbox!1/0000006800-Re_ Enseignement à distance Ancien Français.eml";"Item";"0000006800-Re_ Enseignement à distance Ancien Français.eml"
"Inbox!1/0000006802-Ademec _ adhésion 2020.eml";"Item";"0000006802-Ademec _ adhésion 2020.eml"
"Inbox!1/0000006803-Service Transcriptions - ref. Grenet.eml";"Item";"0000006803-Service Transcriptions - ref. Grenet.eml"
"Inbox!1/0000006804-Re_ Devoir russe 25_03.eml";"Item";"0000006804-Re_ Devoir russe 25_03.eml"
"Inbox!1/0000006806-Retours - ENC 2430 et Initiation à XML.eml";"Item";"0000006806-Retours - ENC 2430 et Initiation à XML.eml"
"Inbox!1/0000006807-Re_ Correction Partiels M. Vasseur.eml";"Item";"0000006807-Re_ Correction Partiels M. Vasseur.eml"
"Inbox!1/0000006808-Accès gratuit aux ressources électroniques de la BIS jusqu_au 8 mai.eml";"Item";"0000006808-Accès gratuit aux ressources électroniques de la BIS jusqu'au 8 mai.eml"
"Inbox!1/0000006809-Cours Writer.eml";"Item";"0000006809-Cours Writer.eml"
"Inbox!1/0000006839-Organisation cours M. Jolivet.eml";"Item";"0000006839-Organisation cours M. Jolivet.eml"
"Inbox!1/0000006843-Re_ Enseignement à distance ENC n°910.eml";"Item";"0000006843-Re_ Enseignement à distance ENC n°910.eml"
"Inbox!1/0000006845-Re_ Enseignement à distance ENC n°2403.eml";"Item";"0000006845-Re_ Enseignement à distance ENC n°2403.eml"
"Inbox!1/0000006847-📚Conférences en ligne_ ⛹️‍♀️challenge sportif_ 🎦playlist_ 🖼️ exposition... pendant le confinement la vie d.eml";"Item";"0000006847-📚Conférences en ligne, ⛹️‍♀️challenge sportif, 🎦playlist, 🖼️ exposition... pendant le confinement la vie d.eml"
"Inbox!1/0000006866-Devoir paléographie.eml";"Item";"0000006866-Devoir paléographie.eml"
"Inbox!1/0000006867-Philologie romane_ initiation à l_ancien français (M1 TNAH et formation continue).eml";"Item";"0000006867-Philologie romane_ initiation à l'ancien français (M1 TNAH et formation continue).eml"
"Inbox!1/0000006883-Devoir paléographie.eml";"Item";"0000006883-Devoir paléographie.eml"
"Inbox!1/0000006887-Re_ Devoir paléographie.eml";"Item";"0000006887-Re_ Devoir paléographie.eml"
"Inbox!1/0000006889-Ressources électroniques à la bibliothèque _ ouverture des ressources Journals et Books d’OpenEdition pendant.eml";"Item";"0000006889-Ressources électroniques à la bibliothèque _ ouverture des ressources Journals et Books d’OpenEdition pendant.eml"
"Inbox!1/0000006890-bibliothèques pour enfants.eml";"Item";"0000006890-bibliothèques pour enfants.eml"
"Inbox!1/0000006891-Offres adaptées au confinement - Confirmation ENI.eml";"Item";"0000006891-Offres adaptées au confinement - Confirmation ENI.eml"
"Inbox!1/0000006892-à propos de l_évaluation en Archéologie du livre imprimé.eml";"Item";"0000006892-à propos de l'évaluation en Archéologie du livre imprimé.eml"
"Inbox!1/0000006893-Paléographie.eml";"Item";"0000006893-Paléographie.eml"
"Inbox!1/0000006894-Re_ Devoir russe 25_03.eml";"Item";"0000006894-Re_ Devoir russe 25_03.eml"
"Inbox!1/0000006936-Re_ Cours Writer.eml";"Item";"0000006936-Re_ Cours Writer.eml"
"Inbox!1/0000006942-Re_ Séance 01_04.eml";"Item";"0000006942-Re_ Séance 01_04.eml"
"Inbox!1/0000006949-Re_ Séance 01_04.eml";"Item";"0000006949-Re_ Séance 01_04.eml"
"Inbox!1/0000006976-Séance M. Vasseur 01_04.eml";"Item";"0000006976-Séance M. Vasseur 01_04.eml"
"Inbox!1/0000006978-Re_ Séance 01_04.eml";"Item";"0000006978-Re_ Séance 01_04.eml"
"Inbox!1/0000006984-Re_ Séance 01_04.eml";"Item";"0000006984-Re_ Séance 01_04.eml"
"Inbox!1/0000006985-Extension des conditions d_accès à JSTOR et Numérique Premium.eml";"Item";"0000006985-Extension des conditions d'accès à JSTOR et Numérique Premium.eml"
"Inbox!1/0000006992-Re_ Cours Writer.eml";"Item";"0000006992-Re_ Cours Writer.eml"
"Inbox!1/0000006993-Cours de Typologie des documents d_archives du Moyen Âge.eml";"Item";"0000006993-Cours de Typologie des documents d'archives du Moyen Âge.eml"
"Inbox!1/0000007000-Re_ à propos de l_évaluation en Archéologie du livre imprimé.eml";"Item";"0000007000-Re_ à propos de l'évaluation en Archéologie du livre imprimé.eml"
"Inbox!1/0000007001-Re_ bibliothèques pour enfants.eml";"Item";"0000007001-Re_ bibliothèques pour enfants.eml"
"Inbox!1/0000007003-le club-culture vient vous divertir !.eml";"Item";"0000007003-le club-culture vient vous divertir !.eml"
"Inbox!1/0000007004-Fwd_ Plume à Chartes mars 2020 !.eml";"Item";"0000007004-Fwd_ Plume à Chartes mars 2020 !.eml"
"Inbox!1/0000007005-Contrôle continu Archivisique et diplomatiuqe médiévales AP1 TNAH1-Archives.eml";"Item";"0000007005-Contrôle continu Archivisique et diplomatiuqe médiévales AP1 TNAH1-Archives.eml"
"Inbox!1/0000007006-Ressources électroniques _ MLA - International Bibliography with Full Text - Test du 1er au 30 avril.eml";"Item";"0000007006-Ressources électroniques _ MLA - International Bibliography with Full Text - Test du 1er au 30 avril.eml"
"Inbox!1/0000007007-Fwd_ Contrôle continu Archivisique et diplomatiuqe médiévales AP1 TNAH1-Archives.eml";"Item";"0000007007-Fwd_ Contrôle continu Archivisique et diplomatiuqe médiévales AP1 TNAH1-Archives.eml"
"Inbox!1/0000007020-Votre réponse est importante !  Enquête Conditions de vie des étudiant·e·s en France 2020.eml";"Item";"0000007020-Votre réponse est importante !  Enquête Conditions de vie des étudiant·e·s en France 2020.eml"
"Inbox!1/0000007040-Information pour les mobilités Erasmus+ 2020.eml";"Item";"0000007040-Information pour les mobilités Erasmus+ 2020.eml"
"Inbox!1/0000007041-séance bibliothèque - les catalogues.eml";"Item";"0000007041-séance bibliothèque - les catalogues.eml"
"Inbox!1/0000007042-Re_ Séance 01_04.eml";"Item";"0000007042-Re_ Séance 01_04.eml"
"Inbox!1/0000007044-Re_ Séance 01_04.eml";"Item";"0000007044-Re_ Séance 01_04.eml"
"Inbox!1/0000007060-Re_ Exercice catalogue.eml";"Item";"0000007060-Re_ Exercice catalogue.eml"
"Inbox!1/0000007080-Enquête à destination des publics fréquentant la salle des Manuscrits de la BnF.eml";"Item";"0000007080-Enquête à destination des publics fréquentant la salle des Manuscrits de la BnF.eml"
"Inbox!1/0000007081-Re_ séance bibliothèque - les catalogues.eml";"Item";"0000007081-Re_ séance bibliothèque - les catalogues.eml"
"Inbox!1/0000007082-Ressources électroniques _ accès à la LOEB Classical Library dans le cadre du Covid 19.eml";"Item";"0000007082-Ressources électroniques _ accès à la LOEB Classical Library dans le cadre du Covid 19.eml"
"Inbox!1/0000007083-Des nouvelles.eml";"Item";"0000007083-Des nouvelles.eml"
"Inbox!1/0000007120-devoir facultatif le vendredi 10 avril.eml";"Item";"0000007120-devoir facultatif le vendredi 10 avril.eml"
"Inbox!1/0000007121-Re_ Paléographie texte 19.eml";"Item";"0000007121-Re_ Paléographie texte 19.eml"
"Inbox!1/0000007127-Re_ Paléographie texte 19.eml";"Item";"0000007127-Re_ Paléographie texte 19.eml"
"Inbox!1/0000007131-Re_ Devoir russe.eml";"Item";"0000007131-Re_ Devoir russe.eml"
"Inbox!1/0000007133-Paléographie.eml";"Item";"0000007133-Paléographie.eml"
"Inbox!1/0000007134-Service Transcriptions - ref. Dejean.eml";"Item";"0000007134-Service Transcriptions - ref. Dejean.eml"
"Inbox!1/0000007140-Re_ Devoir Philologie romane.eml";"Item";"0000007140-Re_ Devoir Philologie romane.eml"
"Inbox!1/0000007142-Re_ Devoir russe.eml";"Item";"0000007142-Re_ Devoir russe.eml"
"Inbox!1/0000007165-Droit des succesions.eml";"Item";"0000007165-Droit des succesions.eml"
"Inbox!1/0000007166-séance bibliothèque - les ressources en ligne _ mercredi 8 avril.eml";"Item";"0000007166-séance bibliothèque - les ressources en ligne _ mercredi 8 avril.eml"
"Inbox!1/0000007167-complément sur les BDP et synthèse sur la Bibliothèque publique d_information.eml";"Item";"0000007167-complément sur les BDP et synthèse sur la Bibliothèque publique d'information.eml"
"Inbox!1/0000007168-La Lettre d’information de l’École des chartes - PSL _ Avril 2020.eml";"Item";"0000007168-La Lettre d’information de l’École des chartes - PSL _ Avril 2020.eml"
"Inbox!1/0000007180-BENC _ une nouvelle ressource électronique offerte dans le cadre du Covid 19 _ Gale Reference Complete.eml";"Item";"0000007180-BENC _ une nouvelle ressource électronique offerte dans le cadre du Covid 19 _ Gale Reference Complete.eml"
"Inbox!1/0000007200-L’enquête nationale sur vos conditions de vie vous attend.eml";"Item";"0000007200-L’enquête nationale sur vos conditions de vie vous attend.eml"
"Inbox!1/0000007201-📷🎶Cours de Yoga_ concours photos_ expo Vague à l_âme ... Inès_ co-présidente de l_Union PSL présente l_agen.eml";"Item";"0000007201-📷🎶Cours de Yoga, concours photos, expo Vague à l'âme ... Inès, co-présidente de l'Union PSL présente l'agen.eml"
"Inbox!1/0000007202-philologie romane.eml";"Item";"0000007202-philologie romane.eml"
"Inbox!1/0000007203-Ouverture des accès aux ebooks de la plateforme Taylor & Francis dans le cadre du Covid 19.eml";"Item";"0000007203-Ouverture des accès aux ebooks de la plateforme Taylor & Francis dans le cadre du Covid 19.eml"
"Inbox!1/0000007204-Fwd_ Elsevier Scopus _ COVID-19 _ infos sur les BDD bibliométriques.eml";"Item";"0000007204-Fwd_ Elsevier Scopus _ COVID-19 _ infos sur les BDD bibliométriques.eml"
"Inbox!1/0000007205-Ouverture des accès  - University of California Press journals - dans le cadre du Covid 19.eml";"Item";"0000007205-Ouverture des accès  - University of California Press journals - dans le cadre du Covid 19.eml"
"Inbox!1/0000007206-Fwd_ A l_attention des étudiants inscrits en ENC 1301-1302 _ dossiers 2020.eml";"Item";"0000007206-Fwd_ A l'attention des étudiants inscrits en ENC 1301-1302 _ dossiers 2020.eml"
"Inbox!1/0000007207-Recueillement profils LinkedIn des Masters ENC pour ADEMEC.eml";"Item";"0000007207-Recueillement profils LinkedIn des Masters ENC pour ADEMEC.eml"
"Inbox!1/0000007220- séance bibliothèque - les ressources en ligne _ cours + exercices.eml";"Item";"0000007220- séance bibliothèque - les ressources en ligne _ cours + exercices.eml"
"Inbox!1/0000007221-Re_ séance bibliothèque - les ressources en ligne _ cours + exercices.eml";"Item";"0000007221-Re_ séance bibliothèque - les ressources en ligne _ cours + exercices.eml"
"Inbox!1/0000007222-Covid 19 _ soutien de l_éditeur Brepols pour nos ressources électroniques.eml";"Item";"0000007222-Covid 19 _ soutien de l'éditeur Brepols pour nos ressources électroniques.eml"
"Inbox!1/0000007228-Re_ Outils pour la recherche documentaire à l’École.eml";"Item";"0000007228-Re_ Outils pour la recherche documentaire à l’École.eml"
"Inbox!1/0000007259-Re_ Devoir russe.eml";"Item";"0000007259-Re_ Devoir russe.eml"
"Inbox!1/0000007280-Devoir.eml";"Item";"0000007280-Devoir.eml"
"Inbox!1/0000007281-Paléographie.eml";"Item";"0000007281-Paléographie.eml"
"Inbox!1/0000007300-Re_ séance bibliothèque - les ressources en ligne _ cours + exercices.eml";"Item";"0000007300-Re_ séance bibliothèque - les ressources en ligne _ cours + exercices.eml"
"Inbox!1/0000007301-Re_ Cours Writer.eml";"Item";"0000007301-Re_ Cours Writer.eml"
"Inbox!1/0000007302-bibliographies.eml";"Item";"0000007302-bibliographies.eml"
"Inbox!1/0000007303-bibliographies.eml";"Item";"0000007303-bibliographies.eml"
"Inbox!1/0000007304-Amandine Postec partagé »Bibliographies Enseignements_BENC« avec vous.eml";"Item";"0000007304-Amandine Postec partagé »Bibliographies Enseignements_BENC« avec vous.eml"
"Inbox!1/0000007305-Microsoft account password reset.eml";"Item";"0000007305-Microsoft account password reset.eml"
"Inbox!1/0000007306-Paléographie_ rectificatif.eml";"Item";"0000007306-Paléographie, rectificatif.eml"
"Inbox!1/0000007308-Amandine Postec partagé »Bibliographies Enseignements_BENC« avec vous.eml";"Item";"0000007308-Amandine Postec partagé »Bibliographies Enseignements_BENC« avec vous.eml"
"Inbox!1/0000007309-Concours - Mon master en histoire de l_art en 180 secondes.eml";"Item";"0000007309-Concours - Mon master en histoire de l'art en 180 secondes.eml"
"Inbox!1/message-4321.eml";"Item";"message-4321.eml"
"Inbox!1";"RecordGrp";"Inbox!1"
